run,n,acc,err,aurc,auroc_error,aupr_error,excess_aurc,mean_class_aurc,worst_class_aurc,worst_class
cifar100-vgg16_bn-sage_ds-rccl_sc_reference-s13,10000,0.7293,0.2707,0.0802016125927371,0.8701560179536667,0.6729241978258853,0.0397062886154642,0.11174504652111505,0.3985457370939145,73
