site,n_steps,gatep_mean,gatep_first_epoch,gatep_mid_epoch,gatep_last_epoch,sampled_active_frac,effw_mean,cos_mean,cos_std,raw_mean,raw_std,uema_final,gl_norm_mean,tilde_norm_mean,support_mean,proj_activation_rate,aux_mass_sum,collapse_epoch,final_gatep_selected
pool1,4200,0.05406939445346567,0.05850502031845428,0.057856677300125205,0.04584648574181752,0.0719047619047619,0.05407201227687654,0.0008309594422200464,0.01835747156997659,0.0007791956413097978,0.053744367111174196,0.022058604349149392,2.4428018663433337,2.442791593468615,0.14387103984238955,0.14166666666666666,156.71978154010304,3,1.549076888025974e-32
pool2,4200,0.6243057465541759,0.6471430178585149,0.6239544760395842,0.601819745764429,0.6702380952380952,0.6279937177275617,0.0012777195722370833,0.012545572814724125,0.0016723181395164894,0.03796917620483335,0.05880720429122448,2.673699218754967,2.673699188810729,0.0175058870089717,0.0002380952380952381,5848.725031449542,none,0.9594342708587646
pool3,4200,0.22297935960211215,0.23947836011538914,0.2388516253943349,0.19060809329661255,0.23476190476190475,0.21995828419746388,0.001021105425715799,0.0106017786233847,0.0003711743677341755,0.03984159438145678,0.006891843012999744,3.5124463308141345,3.5124463246478923,0.1158943311908537,0.0004761904761904762,1295.1223308068118,6,2.534337811555952e-21
pool4,4200,0.24840455001309758,0.26672191353714314,0.26610021589604366,0.21239152060610608,0.26,0.24886342509694043,0.0010852599862139663,0.01006608282762216,0.0008172410121138304,0.04176236368327743,0.02216047456022352,4.769818735661961,4.769818735661961,0.5080074839098702,0.0,1802.3241278891683,6,2.5755292897050563e-25
pool5,4200,0.9250515140633797,0.9338709725621448,0.9199041335912729,0.9213794360367216,0.9314285714285714,0.925179862747235,0.0015805252780036981,0.011353136118713757,0.0016997850611791623,0.05154035768397091,0.016126178868580608,5.793287716891085,5.793287716891085,0.9788846323347064,0.0,21873.213488985602,none,0.6131860017776489
